week_date,week_number,month_number,calendar_year,region,platform,segment,age_band,demographic,customer_type,transactions,sales,avg_transaction,
24-08-2020,34,8,2020,SOUTH AMERICA,Shopify,C1,Young Adults,Couples,New,16,2666,166.63,
24-08-2020,34,8,2020,SOUTH AMERICA,Retail,F2,Middle Aged,Families,New,446,17385,38.98,
24-08-2020,34,8,2020,USA,Retail,Unknown,Unknown,Unknown,New,21594,919265,42.57,
24-08-2020,34,8,2020,AFRICA,Shopify,F2,Middle Aged,Families,Existing,4689,928412,198,
24-08-2020,34,8,2020,CANADA,Shopify,C4,Retirees,Couples,Existing,89,16312,183.28,
24-08-2020,34,8,2020,EUROPE,Retail,F3,Retirees,Families,Existing,18657,1116468,59.84,
24-08-2020,34,8,2020,SOUTH AMERICA,Retail,C2,Middle Aged,Couples,New,949,29642,31.23,
24-08-2020,34,8,2020,OCEANIA,Shopify,C2,Middle Aged,Couples,New,762,126151,165.55,
24-08-2020,34,8,2020,OCEANIA,Retail,C2,Middle Aged,Couples,Existing,169736,6645099,39.15,
24-08-2020,34,8,2020,USA,Retail,F1,Young Adults,Families,Existing,40597,2371526,58.42,
24-08-2020,34,8,2020,OCEANIA,Shopify,C4,Retirees,Couples,New,96,13461,140.22,
24-08-2020,34,8,2020,AFRICA,Shopify,C1,Young Adults,Couples,New,293,39564,135.03,
24-08-2020,34,8,2020,CANADA,Shopify,C2,Middle Aged,Couples,Existing,695,120729,173.71,
24-08-2020,34,8,2020,AFRICA,Shopify,C1,Young Adults,Couples,Existing,1658,270496,163.15,
24-08-2020,34,8,2020,ASIA,Shopify,C3,Retirees,Couples,New,301,45870,152.39,
24-08-2020,34,8,2020,CANADA,Shopify,Unknown,Unknown,Unknown,New,84,13692,163,
24-08-2020,34,8,2020,AFRICA,Shopify,C4,Retirees,Couples,New,62,10269,165.63,
24-08-2020,34,8,2020,SOUTH AMERICA,Shopify,Unknown,Unknown,Unknown,Existing,5,760,152,
24-08-2020,34,8,2020,CANADA,Shopify,F3,Retirees,Families,New,27,3387,125.44,
24-08-2020,34,8,2020,ASIA,Shopify,F2,Middle Aged,Families,Existing,2947,567165,192.46,
24-08-2020,34,8,2020,ASIA,Retail,C3,Retirees,Couples,Existing,244816,11196782,45.74,
24-08-2020,34,8,2020,USA,Shopify,Unknown,Unknown,Unknown,Existing,154,34932,226.83,
24-08-2020,34,8,2020,OCEANIA,Shopify,C4,Retirees,Couples,Existing,687,125849,183.19,
24-08-2020,34,8,2020,USA,Retail,C4,Retirees,Couples,Existing,40986,2227688,54.35,
24-08-2020,34,8,2020,ASIA,Retail,C1,Young Adults,Couples,New,134550,3010765,22.38,
24-08-2020,34,8,2020,SOUTH AMERICA,Retail,F1,Young Adults,Families,Existing,773,31067,40.19,
24-08-2020,34,8,2020,EUROPE,Shopify,C2,Middle Aged,Couples,Existing,151,47032,311.47,
24-08-2020,34,8,2020,SOUTH AMERICA,Retail,Unknown,Unknown,Unknown,Existing,314,9372,29.85,
24-08-2020,34,8,2020,OCEANIA,Retail,C4,Retirees,Couples,Existing,152920,7470104,48.85,
24-08-2020,34,8,2020,USA,Shopify,C3,Retirees,Couples,Existing,1420,310461,218.63,
24-08-2020,34,8,2020,EUROPE,Shopify,C4,Retirees,Couples,Existing,20,6265,313.25,
24-08-2020,34,8,2020,AFRICA,Retail,C2,Middle Aged,Couples,Existing,113188,4841694,42.78,
24-08-2020,34,8,2020,ASIA,Retail,C4,Retirees,Couples,New,53411,1547953,28.98,
24-08-2020,34,8,2020,SOUTH AMERICA,Retail,C1,Young Adults,Couples,New,2393,52387,21.89,
24-08-2020,34,8,2020,USA,Shopify,C2,Middle Aged,Couples,New,238,36620,153.87,
24-08-2020,34,8,2020,CANADA,Shopify,C1,Young Adults,Couples,Existing,555,89309,160.92,
24-08-2020,34,8,2020,EUROPE,Retail,C3,Retirees,Couples,Existing,15076,813088,53.93,
24-08-2020,34,8,2020,SOUTH AMERICA,Shopify,Unknown,Unknown,Unknown,New,38,7671,201.87,
24-08-2020,34,8,2020,SOUTH AMERICA,Retail,C1,Young Adults,Couples,Existing,3053,82693,27.09,
24-08-2020,34,8,2020,AFRICA,Shopify,C2,Middle Aged,Couples,New,386,58239,150.88,
24-08-2020,34,8,2020,OCEANIA,Retail,F2,Middle Aged,Families,Existing,348114,18083790,51.95,
24-08-2020,34,8,2020,CANADA,Retail,F1,Young Adults,Families,New,6852,266751,38.93,
24-08-2020,34,8,2020,EUROPE,Retail,F1,Young Adults,Families,Existing,6739,378826,56.21,
24-08-2020,34,8,2020,ASIA,Retail,Unknown,Unknown,Unknown,New,64558,2208090,34.2,
24-08-2020,34,8,2020,EUROPE,Retail,F2,Middle Aged,Families,New,1652,74178,44.9,
24-08-2020,34,8,2020,SOUTH AMERICA,Retail,F1,Young Adults,Families,New,292,11098,38.01,
24-08-2020,34,8,2020,CANADA,Shopify,C3,Retirees,Couples,Existing,799,152027,190.27,
24-08-2020,34,8,2020,EUROPE,Retail,C1,Young Adults,Couples,Existing,14862,625492,42.09,
24-08-2020,34,8,2020,AFRICA,Shopify,Unknown,Unknown,Unknown,Existing,338,66080,195.5,
24-08-2020,34,8,2020,OCEANIA,Retail,C1,Young Adults,Couples,Existing,261672,9346295,35.72,
24-08-2020,34,8,2020,SOUTH AMERICA,Shopify,C3,Retirees,Couples,New,17,2140,125.88,
24-08-2020,34,8,2020,CANADA,Shopify,F1,Young Adults,Families,New,55,8698,158.15,
24-08-2020,34,8,2020,CANADA,Retail,F3,Retirees,Families,New,19493,680924,34.93,
24-08-2020,34,8,2020,USA,Retail,C4,Retirees,Couples,New,18943,679544,35.87,
24-08-2020,34,8,2020,SOUTH AMERICA,Retail,C4,Retirees,Couples,New,279,10733,38.47,
24-08-2020,34,8,2020,SOUTH AMERICA,Retail,Unknown,Unknown,Unknown,New,1202,42883,35.68,
24-08-2020,34,8,2020,SOUTH AMERICA,Shopify,F1,Young Adults,Families,New,7,1292,184.57,
24-08-2020,34,8,2020,SOUTH AMERICA,Shopify,F3,Retirees,Families,Existing,36,8036,223.22,
24-08-2020,34,8,2020,USA,Shopify,C4,Retirees,Couples,New,28,4463,159.39,
24-08-2020,34,8,2020,EUROPE,Retail,F2,Middle Aged,Families,Existing,14483,840537,58.04,
24-08-2020,34,8,2020,USA,Retail,F3,Retirees,Families,New,29273,1096534,37.46,
24-08-2020,34,8,2020,EUROPE,Shopify,C1,Young Adults,Couples,Existing,96,20686,215.48,
24-08-2020,34,8,2020,OCEANIA,Shopify,Unknown,Unknown,Unknown,Guest,10804,1931973,178.82,
24-08-2020,34,8,2020,USA,Retail,F2,Middle Aged,Families,Existing,96492,5452817,56.51,
24-08-2020,34,8,2020,USA,Shopify,Unknown,Unknown,Unknown,New,128,20669,161.48,
24-08-2020,34,8,2020,USA,Retail,C1,Young Adults,Couples,Existing,58184,2456263,42.22,
24-08-2020,34,8,2020,EUROPE,Retail,C2,Middle Aged,Couples,New,2918,106346,36.44,
24-08-2020,34,8,2020,SOUTH AMERICA,Shopify,F2,Middle Aged,Families,New,5,641,128.2,
24-08-2020,34,8,2020,AFRICA,Retail,F2,Middle Aged,Families,New,65760,2337007,35.54,
24-08-2020,34,8,2020,ASIA,Retail,F1,Young Adults,Families,Existing,94451,4573475,48.42,
24-08-2020,34,8,2020,AFRICA,Retail,F2,Middle Aged,Families,Existing,279576,14854110,53.13,
24-08-2020,34,8,2020,CANADA,Retail,C2,Middle Aged,Couples,Existing,23267,1015278,43.64,
24-08-2020,34,8,2020,AFRICA,Retail,C1,Young Adults,Couples,Existing,188391,6906988,36.66,
24-08-2020,34,8,2020,ASIA,Shopify,F2,Middle Aged,Families,New,239,34728,145.31,
24-08-2020,34,8,2020,ASIA,Retail,C3,Retirees,Couples,New,121636,3741035,30.76,
24-08-2020,34,8,2020,ASIA,Retail,F3,Retirees,Families,New,90129,2819086,31.28,
24-08-2020,34,8,2020,CANADA,Retail,F2,Middle Aged,Families,Existing,61805,3241876,52.45,
24-08-2020,34,8,2020,EUROPE,Retail,F3,Retirees,Families,New,1735,71648,41.3,
24-08-2020,34,8,2020,ASIA,Shopify,C4,Retirees,Couples,Existing,287,52221,181.95,
24-08-2020,34,8,2020,SOUTH AMERICA,Shopify,F3,Retirees,Families,New,4,809,202.25,
24-08-2020,34,8,2020,EUROPE,Shopify,Unknown,Unknown,Unknown,New,14,3630,259.29,
24-08-2020,34,8,2020,CANADA,Retail,C1,Young Adults,Couples,Existing,56667,2280564,40.25,
24-08-2020,34,8,2020,OCEANIA,Shopify,Unknown,Unknown,Unknown,Existing,563,115870,205.81,
24-08-2020,34,8,2020,AFRICA,Shopify,Unknown,Unknown,Unknown,Guest,5776,1033296,178.89,
24-08-2020,34,8,2020,AFRICA,Shopify,C2,Middle Aged,Couples,Existing,2603,500046,192.1,
24-08-2020,34,8,2020,EUROPE,Shopify,F3,Retirees,Families,Existing,113,29492,260.99,
24-08-2020,34,8,2020,CANADA,Shopify,C2,Middle Aged,Couples,New,93,14157,152.23,
24-08-2020,34,8,2020,SOUTH AMERICA,Retail,F3,Retirees,Families,Existing,1330,64047,48.16,
24-08-2020,34,8,2020,USA,Shopify,C3,Retirees,Couples,New,160,26524,165.78,
24-08-2020,34,8,2020,OCEANIA,Retail,Unknown,Unknown,Unknown,Guest,2433987,64142815,26.35,
24-08-2020,34,8,2020,ASIA,Shopify,C1,Young Adults,Couples,Existing,1254,214075,170.71,
24-08-2020,34,8,2020,AFRICA,Shopify,Unknown,Unknown,Unknown,New,311,54039,173.76,
24-08-2020,34,8,2020,OCEANIA,Retail,F1,Young Adults,Families,Existing,146120,7374481,50.47,
24-08-2020,34,8,2020,AFRICA,Retail,C4,Retirees,Couples,New,47161,1561210,33.1,
24-08-2020,34,8,2020,EUROPE,Retail,C2,Middle Aged,Couples,Existing,9838,469133,47.69,
24-08-2020,34,8,2020,SOUTH AMERICA,Shopify,C1,Young Adults,Couples,Existing,67,11980,178.81,
24-08-2020,34,8,2020,OCEANIA,Retail,C3,Retirees,Couples,Existing,343102,16616246,48.43,
24-08-2020,34,8,2020,EUROPE,Shopify,C3,Retirees,Couples,Existing,159,43242,271.96,
24-08-2020,34,8,2020,ASIA,Retail,F2,Middle Aged,Families,Existing,220882,10645503,48.2,
24-08-2020,34,8,2020,AFRICA,Retail,F3,Retirees,Families,Existing,407927,22769738,55.82,
24-08-2020,34,8,2020,ASIA,Retail,F3,Retirees,Families,Existing,403795,20476242,50.71,
24-08-2020,34,8,2020,OCEANIA,Retail,F1,Young Adults,Families,New,42198,1524244,36.12,
24-08-2020,34,8,2020,EUROPE,Shopify,F1,Young Adults,Families,New,6,1407,234.5,
24-08-2020,34,8,2020,CANADA,Retail,C2,Middle Aged,Couples,New,15253,528808,34.67,
24-08-2020,34,8,2020,AFRICA,Shopify,C3,Retirees,Couples,New,315,53692,170.45,
24-08-2020,34,8,2020,OCEANIA,Shopify,F3,Retirees,Families,New,192,33223,173.04,
24-08-2020,34,8,2020,AFRICA,Shopify,C4,Retirees,Couples,Existing,404,78136,193.41,
24-08-2020,34,8,2020,SOUTH AMERICA,Retail,Unknown,Unknown,Unknown,Guest,405864,16290625,40.14,
24-08-2020,34,8,2020,USA,Retail,C2,Middle Aged,Couples,New,27156,996924,36.71,
24-08-2020,34,8,2020,SOUTH AMERICA,Shopify,F1,Young Adults,Families,Existing,64,13714,214.28,
24-08-2020,34,8,2020,OCEANIA,Retail,C1,Young Adults,Couples,New,176101,4182786,23.75,
24-08-2020,34,8,2020,EUROPE,Shopify,C1,Young Adults,Couples,New,14,2836,202.57,
24-08-2020,34,8,2020,ASIA,Shopify,C2,Middle Aged,Couples,Existing,2297,413897,180.19,
24-08-2020,34,8,2020,USA,Shopify,F3,Retirees,Families,New,52,9137,175.71,
24-08-2020,34,8,2020,EUROPE,Retail,C3,Retirees,Couples,New,3841,159543,41.54,
24-08-2020,34,8,2020,CANADA,Retail,F1,Young Adults,Families,Existing,24088,1298505,53.91,
24-08-2020,34,8,2020,CANADA,Retail,Unknown,Unknown,Unknown,Guest,394587,10941951,27.73,
24-08-2020,34,8,2020,USA,Shopify,F3,Retirees,Families,Existing,974,207813,213.36,
24-08-2020,34,8,2020,AFRICA,Retail,F1,Young Adults,Families,Existing,98813,5239692,53.03,
24-08-2020,34,8,2020,OCEANIA,Retail,C2,Middle Aged,Couples,New,112315,3330717,29.66,
24-08-2020,34,8,2020,USA,Retail,F1,Young Adults,Families,New,12337,537132,43.54,
24-08-2020,34,8,2020,EUROPE,Shopify,C2,Middle Aged,Couples,New,12,3280,273.33,
24-08-2020,34,8,2020,USA,Retail,C3,Retirees,Couples,Existing,103120,5765461,55.91,
24-08-2020,34,8,2020,EUROPE,Retail,C4,Retirees,Couples,Existing,4953,266237,53.75,
24-08-2020,34,8,2020,CANADA,Shopify,F3,Retirees,Families,Existing,650,131072,201.65,
24-08-2020,34,8,2020,CANADA,Shopify,C1,Young Adults,Couples,New,80,10467,130.84,
24-08-2020,34,8,2020,SOUTH AMERICA,Shopify,C2,Middle Aged,Couples,Existing,124,25194,203.18,
24-08-2020,34,8,2020,USA,Retail,C3,Retirees,Couples,New,47022,1797843,38.23,
24-08-2020,34,8,2020,SOUTH AMERICA,Retail,C3,Retirees,Couples,New,952,38345,40.28,
24-08-2020,34,8,2020,ASIA,Retail,C1,Young Adults,Couples,Existing,188753,6315069,33.46,
24-08-2020,34,8,2020,EUROPE,Retail,Unknown,Unknown,Unknown,New,2962,129020,43.56,
24-08-2020,34,8,2020,AFRICA,Retail,C2,Middle Aged,Couples,New,58705,1860988,31.7,
24-08-2020,34,8,2020,AFRICA,Shopify,F3,Retirees,Families,Existing,2331,486331,208.64,
24-08-2020,34,8,2020,ASIA,Shopify,F1,Young Adults,Families,New,208,28542,137.22,
24-08-2020,34,8,2020,SOUTH AMERICA,Shopify,C3,Retirees,Couples,Existing,91,18712,205.63,
24-08-2020,34,8,2020,OCEANIA,Retail,C3,Retirees,Couples,New,155586,5133194,32.99,
24-08-2020,34,8,2020,ASIA,Retail,C2,Middle Aged,Couples,New,87964,2462103,27.99,
24-08-2020,34,8,2020,EUROPE,Retail,C4,Retirees,Couples,New,1374,50412,36.69,
24-08-2020,34,8,2020,USA,Retail,C1,Young Adults,Couples,New,37271,1064389,28.56,
24-08-2020,34,8,2020,USA,Retail,Unknown,Unknown,Unknown,Existing,13157,697708,53.03,
24-08-2020,34,8,2020,AFRICA,Retail,C3,Retirees,Couples,New,111964,3967870,35.44,
24-08-2020,34,8,2020,ASIA,Retail,F1,Young Adults,Families,New,31513,1032953,32.78,
24-08-2020,34,8,2020,OCEANIA,Shopify,C2,Middle Aged,Couples,Existing,4527,863537,190.75,
24-08-2020,34,8,2020,USA,Shopify,F1,Young Adults,Families,Existing,1334,258305,193.63,
24-08-2020,34,8,2020,EUROPE,Retail,C1,Young Adults,Couples,New,4520,135256,29.92,
24-08-2020,34,8,2020,CANADA,Shopify,C3,Retirees,Couples,New,106,16974,160.13,
24-08-2020,34,8,2020,OCEANIA,Retail,Unknown,Unknown,Unknown,Existing,45824,1869997,40.81,
24-08-2020,34,8,2020,ASIA,Shopify,Unknown,Unknown,Unknown,Guest,5867,976399,166.42,
24-08-2020,34,8,2020,EUROPE,Shopify,F2,Middle Aged,Families,Existing,216,47335,219.14,
24-08-2020,34,8,2020,CANADA,Retail,Unknown,Unknown,Unknown,Existing,7536,360482,47.83,
24-08-2020,34,8,2020,CANADA,Shopify,F1,Young Adults,Families,Existing,769,133782,173.97,
24-08-2020,34,8,2020,OCEANIA,Shopify,C3,Retirees,Couples,New,536,86927,162.18,
24-08-2020,34,8,2020,ASIA,Shopify,F3,Retirees,Families,New,115,17670,153.65,
24-08-2020,34,8,2020,SOUTH AMERICA,Retail,C2,Middle Aged,Couples,Existing,987,38556,39.06,
24-08-2020,34,8,2020,SOUTH AMERICA,Shopify,C4,Retirees,Couples,New,4,486,121.5,
24-08-2020,34,8,2020,ASIA,Retail,Unknown,Unknown,Unknown,Guest,1912461,48873892,25.56,
24-08-2020,34,8,2020,OCEANIA,Retail,F2,Middle Aged,Families,New,92755,3192813,34.42,
24-08-2020,34,8,2020,OCEANIA,Shopify,F2,Middle Aged,Families,New,413,64341,155.79,
24-08-2020,34,8,2020,USA,Shopify,F1,Young Adults,Families,New,130,20685,159.12,
24-08-2020,34,8,2020,USA,Retail,Unknown,Unknown,Unknown,Guest,527116,16395314,31.1,
24-08-2020,34,8,2020,ASIA,Shopify,F3,Retirees,Families,Existing,1879,387214,206.07,
24-08-2020,34,8,2020,OCEANIA,Shopify,F1,Young Adults,Families,New,365,55996,153.41,
24-08-2020,34,8,2020,OCEANIA,Shopify,F1,Young Adults,Families,Existing,4361,836190,191.74,
24-08-2020,34,8,2020,EUROPE,Shopify,Unknown,Unknown,Unknown,Guest,370,89676,242.37,
24-08-2020,34,8,2020,CANADA,Retail,C3,Retirees,Couples,Existing,62514,3154333,50.46,
24-08-2020,34,8,2020,CANADA,Shopify,Unknown,Unknown,Unknown,Guest,1697,288470,169.99,
24-08-2020,34,8,2020,OCEANIA,Shopify,F3,Retirees,Families,Existing,3720,777026,208.88,
24-08-2020,34,8,2020,AFRICA,Retail,C1,Young Adults,Couples,New,99449,2478289,24.92,
24-08-2020,34,8,2020,ASIA,Shopify,Unknown,Unknown,Unknown,Existing,375,70227,187.27,
24-08-2020,34,8,2020,CANADA,Retail,F3,Retirees,Families,Existing,94749,5212768,55.02,
24-08-2020,34,8,2020,USA,Shopify,C2,Middle Aged,Couples,Existing,1367,267523,195.7,
24-08-2020,34,8,2020,ASIA,Shopify,C3,Retirees,Couples,Existing,2056,408353,198.62,
24-08-2020,34,8,2020,OCEANIA,Shopify,C1,Young Adults,Couples,New,478,67176,140.54,
24-08-2020,34,8,2020,SOUTH AMERICA,Retail,C3,Retirees,Couples,Existing,1355,64705,47.75,
24-08-2020,34,8,2020,EUROPE,Shopify,F2,Middle Aged,Families,New,4,679,169.75,
24-08-2020,34,8,2020,OCEANIA,Shopify,C3,Retirees,Couples,Existing,4465,914171,204.74,
24-08-2020,34,8,2020,AFRICA,Shopify,F1,Young Adults,Families,New,190,29672,156.17,
24-08-2020,34,8,2020,SOUTH AMERICA,Retail,C4,Retirees,Couples,Existing,363,17632,48.57,
24-08-2020,34,8,2020,AFRICA,Retail,F1,Young Adults,Families,New,23414,885333,37.81,
24-08-2020,34,8,2020,CANADA,Shopify,C4,Retirees,Couples,New,14,1685,120.36,
24-08-2020,34,8,2020,SOUTH AMERICA,Shopify,Unknown,Unknown,Unknown,Guest,2035,386494,189.92,
24-08-2020,34,8,2020,OCEANIA,Retail,F3,Retirees,Families,New,112414,3787305,33.69,
24-08-2020,34,8,2020,EUROPE,Shopify,F3,Retirees,Families,New,2,318,159,
24-08-2020,34,8,2020,ASIA,Retail,C4,Retirees,Couples,Existing,110173,4928018,44.73,
24-08-2020,34,8,2020,USA,Retail,F3,Retirees,Families,Existing,143829,8667351,60.26,
24-08-2020,34,8,2020,SOUTH AMERICA,Retail,F3,Retirees,Families,New,325,11312,34.81,
24-08-2020,34,8,2020,CANADA,Shopify,F2,Middle Aged,Families,New,104,17346,166.79,
24-08-2020,34,8,2020,AFRICA,Shopify,F3,Retirees,Families,New,120,18969,158.08,
24-08-2020,34,8,2020,AFRICA,Retail,C4,Retirees,Couples,Existing,118980,6032018,50.7,
24-08-2020,34,8,2020,USA,Shopify,Unknown,Unknown,Unknown,Guest,2535,457814,180.6,
24-08-2020,34,8,2020,EUROPE,Shopify,Unknown,Unknown,Unknown,Existing,16,4271,266.94,
24-08-2020,34,8,2020,CANADA,Retail,C3,Retirees,Couples,New,29000,1015962,35.03,
24-08-2020,34,8,2020,USA,Retail,C2,Middle Aged,Couples,Existing,43328,2165779,49.99,
24-08-2020,34,8,2020,CANADA,Retail,Unknown,Unknown,Unknown,New,14408,557640,38.7,
24-08-2020,34,8,2020,ASIA,Shopify,C2,Middle Aged,Couples,New,446,60937,136.63,
24-08-2020,34,8,2020,OCEANIA,Retail,Unknown,Unknown,Unknown,New,81630,2814143,34.47,
24-08-2020,34,8,2020,AFRICA,Retail,Unknown,Unknown,Unknown,Existing,34476,1488390,43.17,
24-08-2020,34,8,2020,OCEANIA,Retail,F3,Retirees,Families,Existing,556915,30166464,54.17,
24-08-2020,34,8,2020,ASIA,Retail,Unknown,Unknown,Unknown,Existing,35097,1414999,40.32,
24-08-2020,34,8,2020,AFRICA,Shopify,C3,Retirees,Couples,Existing,2677,546690,204.22,
24-08-2020,34,8,2020,ASIA,Retail,F2,Middle Aged,Families,New,70410,2267164,32.2,
24-08-2020,34,8,2020,ASIA,Shopify,F1,Young Adults,Families,Existing,2149,383717,178.56,
24-08-2020,34,8,2020,AFRICA,Shopify,F2,Middle Aged,Families,New,265,41345,156.02,
24-08-2020,34,8,2020,AFRICA,Retail,Unknown,Unknown,Unknown,New,56867,2211329,38.89,
24-08-2020,34,8,2020,USA,Shopify,F2,Middle Aged,Families,New,147,24784,168.6,
17-08-2020,33,8,2020,AFRICA,Retail,C2,Middle Aged,Couples,New,58185,1773019,30.47,
17-08-2020,33,8,2020,USA,Retail,Unknown,Unknown,Unknown,Guest,522222,16139861,30.91,
17-08-2020,33,8,2020,EUROPE,Shopify,F3,Retirees,Families,New,2,199,99.5,
17-08-2020,33,8,2020,AFRICA,Retail,C3,Retirees,Couples,New,110560,3828901,34.63,
17-08-2020,33,8,2020,SOUTH AMERICA,Retail,C2,Middle Aged,Couples,Existing,1057,40596,38.41,
17-08-2020,33,8,2020,USA,Shopify,C4,Retirees,Couples,New,25,4001,160.04,
17-08-2020,33,8,2020,EUROPE,Retail,C3,Retirees,Couples,New,3943,166106,42.13,
17-08-2020,33,8,2020,CANADA,Retail,Unknown,Unknown,Unknown,Guest,394129,10905332,27.67,
17-08-2020,33,8,2020,ASIA,Retail,F3,Retirees,Families,New,86288,2644212,30.64,
17-08-2020,33,8,2020,EUROPE,Shopify,F3,Retirees,Families,Existing,125,32059,256.47,
17-08-2020,33,8,2020,ASIA,Shopify,C3,Retirees,Couples,Existing,2023,398543,197.01,
17-08-2020,33,8,2020,OCEANIA,Shopify,C2,Middle Aged,Couples,Existing,4440,835663,188.21,
17-08-2020,33,8,2020,USA,Shopify,F1,Young Adults,Families,Existing,1318,244502,185.51,
17-08-2020,33,8,2020,AFRICA,Shopify,F3,Retirees,Families,Existing,2391,486614,203.52,
17-08-2020,33,8,2020,OCEANIA,Shopify,C4,Retirees,Couples,New,100,13673,136.73,
17-08-2020,33,8,2020,EUROPE,Shopify,C2,Middle Aged,Couples,Existing,160,50681,316.76,
17-08-2020,33,8,2020,OCEANIA,Shopify,F1,Young Adults,Families,Existing,4324,800804,185.2,
17-08-2020,33,8,2020,EUROPE,Shopify,F2,Middle Aged,Families,New,8,1412,176.5,
17-08-2020,33,8,2020,SOUTH AMERICA,Shopify,Unknown,Unknown,Unknown,New,47,8678,184.64,
17-08-2020,33,8,2020,SOUTH AMERICA,Retail,C4,Retirees,Couples,New,257,9779,38.05,
17-08-2020,33,8,2020,USA,Shopify,F2,Middle Aged,Families,New,146,22610,154.86,
17-08-2020,33,8,2020,CANADA,Retail,F2,Middle Aged,Families,New,17290,596390,34.49,
17-08-2020,33,8,2020,SOUTH AMERICA,Shopify,F2,Middle Aged,Families,Existing,38,7745,203.82,
17-08-2020,33,8,2020,OCEANIA,Retail,F3,Retirees,Families,Existing,547839,29942596,54.66,
17-08-2020,33,8,2020,ASIA,Retail,Unknown,Unknown,Unknown,Existing,31425,1266247,40.29,
17-08-2020,33,8,2020,AFRICA,Retail,F1,Young Adults,Families,Existing,97251,5073372,52.17,
17-08-2020,33,8,2020,ASIA,Retail,C3,Retirees,Couples,Existing,241748,10896424,45.07,
17-08-2020,33,8,2020,AFRICA,Shopify,C2,Middle Aged,Couples,Existing,2472,466859,188.86,
17-08-2020,33,8,2020,ASIA,Retail,F1,Young Adults,Families,New,29713,916054,30.83,
17-08-2020,33,8,2020,ASIA,Retail,F2,Middle Aged,Families,New,67417,2037182,30.22,
17-08-2020,33,8,2020,USA,Shopify,F2,Middle Aged,Families,Existing,1913,373940,195.47,
17-08-2020,33,8,2020,OCEANIA,Shopify,F2,Middle Aged,Families,New,393,65504,166.68,
17-08-2020,33,8,2020,AFRICA,Retail,F3,Retirees,Families,Existing,406435,22773234,56.03,
17-08-2020,33,8,2020,OCEANIA,Shopify,C3,Retirees,Couples,Existing,4507,913223,202.62,
17-08-2020,33,8,2020,USA,Retail,F2,Middle Aged,Families,New,27467,983842,35.82,
17-08-2020,33,8,2020,SOUTH AMERICA,Retail,F2,Middle Aged,Families,New,408,14221,34.86,
17-08-2020,33,8,2020,SOUTH AMERICA,Retail,F1,Young Adults,Families,Existing,781,32930,42.16,
17-08-2020,33,8,2020,CANADA,Shopify,C4,Retirees,Couples,Existing,105,18084,172.23,
17-08-2020,33,8,2020,USA,Shopify,C1,Young Adults,Couples,New,141,21468,152.26,
17-08-2020,33,8,2020,EUROPE,Retail,C4,Retirees,Couples,Existing,5022,265997,52.97,
17-08-2020,33,8,2020,SOUTH AMERICA,Retail,C3,Retirees,Couples,Existing,1315,60436,45.96,
17-08-2020,33,8,2020,OCEANIA,Retail,Unknown,Unknown,Unknown,Existing,41040,1675283,40.82,
17-08-2020,33,8,2020,EUROPE,Shopify,Unknown,Unknown,Unknown,Existing,14,3020,215.71,
17-08-2020,33,8,2020,SOUTH AMERICA,Retail,Unknown,Unknown,Unknown,New,1212,41059,33.88,
17-08-2020,33,8,2020,CANADA,Retail,F1,Young Adults,Families,Existing,23679,1250772,52.82,
17-08-2020,33,8,2020,AFRICA,Shopify,Unknown,Unknown,Unknown,Guest,5686,1002507,176.31,
17-08-2020,33,8,2020,ASIA,Retail,Unknown,Unknown,Unknown,Guest,1902128,47810123,25.14,
17-08-2020,33,8,2020,AFRICA,Retail,F2,Middle Aged,Families,New,63188,2153208,34.08,
17-08-2020,33,8,2020,EUROPE,Retail,F3,Retirees,Families,Existing,18778,1134144,60.4,
17-08-2020,33,8,2020,ASIA,Retail,F3,Retirees,Families,Existing,396928,19877010,50.08,
17-08-2020,33,8,2020,OCEANIA,Retail,F1,Young Adults,Families,New,39578,1277367,32.27,
17-08-2020,33,8,2020,CANADA,Retail,F3,Retirees,Families,Existing,94458,5273053,55.82,
17-08-2020,33,8,2020,SOUTH AMERICA,Shopify,C4,Retirees,Couples,Existing,7,1699,242.71,
17-08-2020,33,8,2020,ASIA,Shopify,F1,Young Adults,Families,Existing,2072,355884,171.76,
17-08-2020,33,8,2020,AFRICA,Shopify,F2,Middle Aged,Families,New,251,41827,166.64,
17-08-2020,33,8,2020,OCEANIA,Retail,F3,Retirees,Families,New,108535,3617509,33.33,
17-08-2020,33,8,2020,CANADA,Shopify,C1,Young Adults,Couples,New,89,10924,122.74,
17-08-2020,33,8,2020,CANADA,Retail,C4,Retirees,Couples,Existing,29124,1446964,49.68,
17-08-2020,33,8,2020,ASIA,Shopify,C1,Young Adults,Couples,Existing,1299,212219,163.37,
17-08-2020,33,8,2020,AFRICA,Shopify,C3,Retirees,Couples,Existing,2637,524853,199.03,
17-08-2020,33,8,2020,SOUTH AMERICA,Retail,C3,Retirees,Couples,New,890,31608,35.51,
17-08-2020,33,8,2020,EUROPE,Retail,C4,Retirees,Couples,New,1500,58876,39.25,
17-08-2020,33,8,2020,ASIA,Shopify,C4,Retirees,Couples,Existing,294,53030,180.37,
17-08-2020,33,8,2020,OCEANIA,Retail,Unknown,Unknown,Unknown,New,78921,2729635,34.59,
17-08-2020,33,8,2020,EUROPE,Shopify,Unknown,Unknown,Unknown,New,12,2224,185.33,
